DATES,LYB UN Equity,AXP UN Equity,VZ UN Equity,AVGO UW Equity,BA UN Equity,CAT UN Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,ABBV UN Equity,DIS UN Equity,FLT UN Equity,EXR UN Equity,XOM UN Equity,PSX UN Equity,GE UN Equity,HPQ UN Equity,HD UN Equity,IBM UN Equity,CXO UN Equity,JNJ UN Equity,MCD UN Equity,MRK UN Equity,MMM UN Equity,AWK UN Equity,BAC UN Equity,BKR UN Equity,PFE UN Equity,PG UN Equity,T UN Equity,NBL UW Equity,TRV UN Equity,RTX UN Equity,ADI UW Equity,WMT UN Equity,CSCO UW Equity,INTC UW Equity,GM UN Equity,MSFT UW Equity,DG UN Equity,CI UN Equity,KMI UN Equity,C UN Equity,AIG UN Equity,HON UN Equity,MO UN Equity,HCA UN Equity,UAA UN Equity,IP UN Equity,HPE UN Equity,ABT UN Equity,AFL UN Equity,APD UN Equity,RCL UN Equity,AEP UN Equity,HES UN Equity,ADM UN Equity,ADP UW Equity,VRSK UW Equity,AZO UN Equity,AVY UN Equity,MSCI UN Equity,BLL UN Equity,CARR UN Equity,BK UN Equity,OTIS UN Equity,BAX UN Equity,BDX UN Equity,BRK/B UN Equity,BBY UN Equity,HRB UN Equity,BSX UN Equity,BMY UN Equity,FBHS UN Equity,BF/B UN Equity,COG UN Equity,CPB UN Equity,KSU UN Equity,HLT UN Equity,CCL UN Equity,QRVO UW Equity,CTL UN Equity,UDR UN Equity,CLX UN Equity,PAYC UN Equity,CMS UN Equity,NWL UW Equity,CL UN Equity,CMA UN Equity,IPGP UW Equity,CAG UN Equity,ED UN Equity,SLG UN Equity,GLW UN Equity,CMI UN Equity,DHR UN Equity,TGT UN Equity,DE UN Equity,D UN Equity,DOV UN Equity,LNT UW Equity,DUK UN Equity,REG UW Equity,ETN UN Equity,ECL UN Equity,PKI UN Equity,EMR UN Equity,EOG UN Equity,AON UN Equity,ETR UN Equity,EFX UN Equity,IQV UN Equity,IT UN Equity,FDX UN Equity,FMC UN Equity,F UN Equity,NEE UN Equity,BEN UN Equity,FCX UN Equity,GPS UN Equity,DXCM UW Equity,GD UN Equity,GIS UN Equity,GPC UN Equity,ATO UN Equity,GWW UN Equity,HAL UN Equity,LHX UN Equity,PEAK UN Equity,FTV UN Equity,HSY UN Equity,SYF UN Equity,HRL UN Equity,AJG UN Equity,MDLZ UW Equity,CNP UN Equity,HUM UN Equity,WLTW UW Equity,ITW UN Equity,CDW UW Equity,TT UN Equity,IPG UN Equity,IFF UN Equity,J UN Equity,HBI UN Equity,K UN Equity,BR UN Equity,PRGO UN Equity,KMB UN Equity,KIM UN Equity,KSS UN Equity,ORCL UN Equity,KR UN Equity,LEG UN Equity,LEN UN Equity,LLY UN Equity,LB UN Equity,CHTR UW Equity,LNC UN Equity,L UN Equity,LOW UN Equity,HST UN Equity,XRX UN Equity,IEX UN Equity,MMC UN Equity,MAS UN Equity,SPGI UN Equity,MDT UN Equity,CVS UN Equity,DD UN Equity,MU UW Equity,MSI UN Equity,CBOE UF Equity,MYL UW Equity,LH UN Equity,NEM UN Equity,NKE UN Equity,NI UN Equity,NSC UN Equity,PFG UW Equity,ES UN Equity,NOC UN Equity,WFC UN Equity,NUE UN Equity,PVH UN Equity,OXY UN Equity,OMC UN Equity,OKE UN Equity,RJF UN Equity,PH UN Equity,ROL UN Equity,PPL UN Equity,COP UN Equity,PHM UN Equity,PNW UN Equity,PNC UN Equity,PPG UN Equity,PGR UN Equity,PEG UN Equity,RHI UN Equity,EIX UN Equity,SLB UN Equity,SCHW UN Equity,SHW UN Equity,WST UN Equity,SJM UN Equity,SNA UN Equity,AME UN Equity,SO UN Equity,TFC UN Equity,LUV UN Equity,WRB UN Equity,SWK UN Equity,PSA UN Equity,ANET UN Equity,SYY UN Equity,CTVA UN Equity,TXN UW Equity,TXT UN Equity,TMO UN Equity,TIF UN Equity,TJX UN Equity,GL UN Equity,JCI UN Equity,ULTA UW Equity,UNP UN Equity,KEYS UN Equity,UNH UN Equity,UNM UN Equity,MRO UN Equity,VAR UN Equity,BIO UN Equity,VTR UN Equity,VFC UN Equity,VNO UN Equity,VMC UN Equity,WY UN Equity,WHR UN Equity,WMB UN Equity,WEC UN Equity,ADBE UW Equity,AES UN Equity,AMGN UW Equity,AAPL UW Equity,ADSK UW Equity,CTAS UW Equity,CMCSA UW Equity,TAP UN Equity,KLAC UW Equity,MAR UW Equity,MKC UN Equity,PCAR UW Equity,COST UW Equity,FRC UN Equity,SYK UN Equity,TSN UN Equity,LW UN Equity,AMAT UW Equity,AAL UW Equity,CAH UN Equity,CERN UW Equity,CINF UW Equity,VIAC UW Equity,DHI UN Equity,FLS UN Equity,EA UW Equity,EXPD UW Equity,FAST UW Equity,MTB UN Equity,XEL UW Equity,FISV UW Equity,FITB UW Equity,GILD UW Equity,HAS UW Equity,HBAN UW Equity,WELL UN Equity,BIIB UW Equity,NTRS UW Equity,PKG UN Equity,PAYX UW Equity,PBCT UW Equity,QCOM UW Equity,ROP UN Equity,ROST UW Equity,IDXX UW Equity,SBUX UW Equity,KEY UN Equity,FOXA UW Equity,FOX UW Equity,STT UN Equity,NCLH UN Equity,USB UN Equity,AOS UN Equity,NLOK UW Equity,TROW UW Equity,WM UN Equity,STZ UN Equity,XLNX UW Equity,XRAY UW Equity,ZION UW Equity,ALK UN Equity,IVZ UN Equity,LIN UN Equity,INTU UW Equity,MS UN Equity,MCHP UW Equity,CB UN Equity,HOLX UW Equity,CFG UN Equity,ORLY UW Equity,ALL UN Equity,FLIR UW Equity,EQR UN Equity,BWA UN Equity,INCY UW Equity,SPG UN Equity,EMN UN Equity,TWTR UN Equity,AVB UN Equity,PRU UN Equity,UPS UN Equity,AIV UN Equity,WBA UW Equity,STE UN Equity,MCK UN Equity,LMT UN Equity,ABC UN Equity,COF UN Equity,WAT UN Equity,DLTR UW Equity,DRI UN Equity,DPZ UN Equity,NVR UN Equity,NTAP UW Equity,CTXS UW Equity,DXC UN Equity,ODFL UW Equity,DVA UN Equity,HIG UN Equity,IRM UN Equity,EL UN Equity,CDNS UW Equity,TYL UN Equity,UHS UN Equity,ETFC UW Equity,SWKS UW Equity,NOV UN Equity,DGX UN Equity,ATVI UW Equity,ROK UN Equity,KHC UW Equity,AMT UN Equity,HFC UN Equity,REGN UW Equity,AMZN UW Equity,JKHY UW Equity,RL UN Equity,BXP UN Equity,APH UN Equity,HWM UN Equity,PXD UN Equity,VLO UN Equity,SNPS UW Equity,WU UN Equity,CHRW UW Equity,ACN UN Equity,TDG UN Equity,YUM UN Equity,PLD UN Equity,FE UN Equity,VRSN UW Equity,PWR UN Equity,HSIC UW Equity,AEE UN Equity,ANSS UW Equity,NVDA UW Equity,SEE UN Equity,CTSH UW Equity,SIVB UW Equity,ISRG UW Equity,TTWO UW Equity,RSG UN Equity,EBAY UW Equity,GS UN Equity,SBAC UW Equity,SRE UN Equity,MCO UN Equity,BKNG UW Equity,FFIV UW Equity,AKAM UW Equity,MKTX UW Equity,DVN UN Equity,GOOGL UW Equity,TFX UN Equity,NFLX UW Equity,ALLE UN Equity,A UN Equity,ANTM UN Equity,CME UW Equity,JNPR UN Equity,BLK UN Equity,DTE UN Equity,NDAQ UW Equity,CE UN Equity,PM UN Equity,CRM UN Equity,IR UN Equity,HII UN Equity,MET UN Equity,UA UN Equity,TPR UN Equity,CSX UW Equity,EW UN Equity,AMP UN Equity,ZBRA UW Equity,FTI UN Equity,ZBH UN Equity,CBRE UN Equity,MA UN Equity,KMX UN Equity,ICE UN Equity,FIS UN Equity,CMG UN Equity,WYNN UW Equity,LYV UN Equity,AIZ UN Equity,NRG UN Equity,RF UN Equity,MNST UW Equity,MOS UN Equity,EXPE UW Equity,EVRG UN Equity,DISCA UW Equity,CF UN Equity,LDOS UN Equity,GOOG UW Equity,COO UN Equity,TEL UN Equity,DFS UN Equity,V UN Equity,MAA UN Equity,XYL UN Equity,MPC UN Equity,TSCO UW Equity,AMD UW Equity,RMD UN Equity,MTD UN Equity,CPRT UW Equity,ALB UN Equity,FTNT UW Equity,APA UW Equity,ESS UN Equity,O UN Equity,STX UW Equity,WRK UN Equity,INFO UN Equity,WAB UN Equity,WDC UW Equity,PEP UW Equity,FANG UW Equity,MXIM UW Equity,NOW UN Equity,CHD UN Equity,DRE UN Equity,FRT UN Equity,MGM UN Equity,JBHT UW Equity,LRCX UW Equity,MHK UN Equity,PNR UN Equity,VRTX UW Equity,AMCR UN Equity,FB UW Equity,TMUS UW Equity,URI UN Equity,ABMD UW Equity,ARE UN Equity,DAL UN Equity,UAL UW Equity,NWS UW Equity,CNC UN Equity,MLM UN Equity,PYPL UW Equity,COTY UN Equity,DISH UW Equity,DOW UN Equity,ALXN UW Equity,RE UN Equity,TDY UN Equity,NWSA UW Equity,EXC UW Equity,GPN UN Equity,CCI UN Equity,APTV UN Equity,AAP UN Equity,ALGN UW Equity,ILMN UW Equity,LKQ UW Equity,NLSN UN Equity,GRMN UW Equity,ZTS UN Equity,EQIX UW Equity,DLR UN Equity,LVS UN Equity,DISCK UW Equity
2/24/2020,79.65,128.19,57.99,291.6,317.9,132.17,132.16,104.71,58.65,93.14,133.01,298.42,108.81,56.36,86.56,11.86,22.1,239.7,146.43,74.59,145.91,213.52,81.33,152.55,136.53,32.73,19.48,34.67,123.3,38.05,16.47,134.12,86.45510275,117.36,116.32,44,61.76,33.09,170.89,164.86,200.36,21.77,72.53,45.7,175.27,43.8,140.02,15.48,41.35,13.71,84.63,49.23,245.53,96.61,100.04,60.22,42.82,174.54,167.58,1056.64,127.43,303.53,76.37,#N/A,43.13,#N/A,89.53,250.53,221.69,85.5,22.88,41.08,63.97,69.34,67.66,15.05,48.02,167.33,104.02,37.76,96.34,13.05,50.52,167.19,295.77,68.25,18.24,74.42,59.78,132.17,29.23,88.89,90.93,27,162.78,156.82,113.78,171.86,89.8,114.95,58.835,102.3,63.42,101.65,202.52,88.62,69.19,69.91,223.3,129.74,155.7,158.08,149.18,154.85,102.4,7.57,273.94,24.19,11.24,16.29,294.05,184.61,53.72,95.72,116.22,296.04,19.83,219.06,37.1,72.55,158.94,32.25,44.57,106.21,57.74,25.22,346.16,205.54,183.06,129.54,110.2223251,23.96,127.91,101.95,14.08,64.5,116.44,59.21,140.12,18.97,43.13,52.65,30.27,43.15,69.16,138.15,23.65,528.7,55.1,52.33,122.91,16.43,34.86,169.44,113.33,45.1,290.9,111.35,67.92,50.45,55.01,181.8,121.99,20.31,187.55,50.26,95.91,29.25,203,51.73,95.21,359.39,46.39,47.29,81.23,39.48,76.24,75.07,93.75,203.11,39.66,35.12,56.38,45.25,100.94,148.81,115.27,80.97,59.11,56.67,76.32,30.93,43.8,567.1,166.89,109.82,159.1,95.36,67.8,53.77,54.11,77.04,151.08,226.47,213.75,75.54,30.66,121.44,45.88,323.15,133.96,61.75,106.67,41.63,285.57,176.8,90.89,277.79,27.59,9.46,135.55,385.33,63.05,81.83,62.37,130.22,29.76,140.77,20.4,101.82,357.41,20.25,217.88,298.18,194.37,288.16,44.6,54.2,153.73,134.83,160.99,72.73,313.62,114.34,215.55,75.59,95.32,61.08,25.45,58.14,73.38,107.48,26.93,60.43,43.57,107.03,72.97,37.76,163.86,70.37,116.59,28.31,72.9,87.09,13.5,86.63,325.98,96.53,98.94,87.21,15.97,83.32,375.02,121.62,269.81,84.52,18.98,34.69,34.27,74.01,42.58,53.08,42.84,19.92,131.75,123.99,201.54,85.18,54.72,43.76,63.01,16.78,210.55,286.43,49.68,100.13,160.49,51.4,36.06,387.77,120.54,56.79,85.79,32.16,78.87,140.78,71.04,35.89,225.79,87.83,98.49,54.81,49.03,167.46,165.56,419.35,94.93,98.24,210.07,91.04,117.89,363.01,3988.41,50.1,111.94,28.15,144.2666667,82.86,56.59,33.55,198.78,71.39,326.44,141.23,50.38,111.19,21.7,112.34,62.31,202.76,26.63,245.11,39.86,425.38,2009.29,167.93,109.61,144.35,97.67,26.59414993,135.97,78.1,145.94,25.11,72.14,204.36,601.45,100.25,95.98,50.63,200.41,39.43,64.93,84.82,276.74,273.28,33.92,67.42,243.27,580.17,113.02,98.93,37.26,224.54,295.51,154.16,266.26,1792.54,130.26,97.11,341.91,19.18,1419.86,361.59,368.7,126.95,80.5,277.5,209.3,23.29,528,132.86,114.74,103.95,85.57,185.94,36.56,234.84,49.38,14.14,25.55,78.06,75.43,164.47,227.4,16.02,154.33,60.07,324.67,97.45,93.85,150.72,885,120.17,68.26,137.24,38.14,15.73,68.19,19.41,112.31,71.99,28.31,38.83,113.83,1421.59,347.12,88.09,73.15,198.79,145.91,86.43,55.87,96.46,49.12,169.83,726.58,92.77,89.61,108.7,#N/A,325.81,82.17,52.04,37.57,77.45,74.29,63.56,142.64,71.08,58.99,333.56,75.51,37.72,127.88,29.7,105.35,300.46,128.79,43.59,237.01,9.93,200.72,96.19181187,141.95,165.29,166.74,54.23,75.47,14.03,59.35,249.48,116.44,10.7,38.36,46.24,99.02,283.04,370.06,13.61,48.82,200.42,166.36,83.98,139.91,240.11,281.12,32.33,21.38,95.36,138.39,644.9,135.27,62.21,27.13
2/25/2020,75.41,120.9,57.12,282.68,304.14,129,126.26,100.71,57.82,89.18,128.19,288.38,107,54.2,82.81,11.32,23.35,237.38,141.71,71.14,144.65,212.1,80.27,146.85,133.09,31.08,18.62,33.93,121.43,37.35,15.6,130.79,81.87223914,114.66,114.39,42.74,59.73,31.75,168.07,161.5,191.76,21.05,69.43,45.24,167.8,42.49,133,14.82,39.23,13.33,81.13,47.7,235.49,89.55,98.17,57.39,40.43,167.18,162.82,1032.69,121.52,300.31,74.53,#N/A,41.59,#N/A,86.99,245.43,218.05,81.89,21.96,39.91,62.14,67.11,66.23,14.6,47.88,161.44,98.88,35.84,96.6,12.56,49.49,167.85,288.91,66.84,17.03,73.8,56.79,127.05,28.38,88.25,85.9,25.72,161.01,151.65,111.72,166.65,87.79,110.06,58.01,99.27,61.86,98.21,194.78,85.75,66.6,66.99,222.44,126.3,152.19,150.06,141.1,145.6,97.74,7.23,270.33,23.58,10.73,15.37,283.96,173.92,52.53,92.04,113.74,284.79,19.01,209.76,35.66,70.28,157.32,30.76,44.72,103.87,57.02,24.49,332.02,202.64,177.59,125.15,107.0649148,23.15,123.94,98.71,13.42,63.39,112.45,60.8,138.98,18.58,41.1,50.96,29.67,41.53,66.45,135.41,23.5,517.99,52.1,50.36,118.52,15.39,36.46,162.84,111.11,44.3,282.63,108.53,64.33,47.47,52.1,178.11,122.1,19.9,184.51,49.14,92.9,28.38,194.85,49.48,93.38,339.97,45.12,44.97,76.96,36.19,74.02,73.61,90.94,194.48,38.66,34.57,53.83,43.35,98.4,141.34,109.63,80,57.41,53.46,75.08,29.34,41.6,550.96,162.57,107.75,153.63,91.75,66.86,51.31,49.66,75.17,143.69,220.88,205.99,74.05,28.38,118.38,43.14,309.63,133.75,59.72,103.08,39.45,277.99,170.89,93.66,263.39,25.6,8.92,131.98,368.38,59.81,77.24,58.91,124.84,28.07,137.15,19.25,100.41,347.8,19.38,210.38,288.08,186.73,279.88,43.17,51.42,147.41,124.08,158.37,69.99,304.87,109.97,206.31,71.71,93.77,58.86,23.12,55.44,72.41,104.72,25.36,58.09,41.74,105.38,72.34,36.16,155.95,68.84,113.25,27.07,70.1,83.01,12.83,82.97,324.11,91.13,94.28,83.61,15.39,80.22,365.91,116.75,256.71,82.19,18.04,33.21,32.83,70.85,39.31,50.72,40.95,19.13,126.54,121.95,195.29,83.88,51.5,42.38,58.81,15.86,201.65,284.8,48.03,97.18,157.21,49.37,34.44,377.35,117.31,54.09,83.51,30.77,77.32,135.28,66.57,35.21,221.41,84.06,93.9,53.59,47.51,164.87,160.85,400.36,92.93,92.78,203.37,88.67,111.75,368.66,3860.28,48.8,108.65,26.18,139.2866667,81.05,55.27,32.96,191.43,68.45,322.03,135.48,48.52,106.17,20.23,110.4,59.51,196.87,26.07,246.14,38.13,442.35,1972.74,163.75,102.76,136.75,95.47,25.50046853,130.09,74.44,142.16,24.06,71.85,197.1,572.21,97.95,91.7,48.89,193.65,37.96,63.13,83.56,266.44,262.05,32.89,64.48,232.16,558.52,110.97,97.05,36.46,217.61,291.09,149.57,260.03,1726.58,126.79,93.73,331.2,17.78,1386.32,348.11,360.09,124,77.95,267.4,208.32,22.65,506,128.12,112.41,97.81,85,181.27,35.73,222.83,47.58,13.46,24.35,75.57,74.69,156.23,220,15.27,149.73,57.96,302.89,93.29,91.97,144.66,856.01,113.89,62.79,133.86,36.13,14.79,66.62,18.1,108.91,70.1,27.42,37.64,109.15,1388.45,336.45,86.35,69.49,188.4,143.07,84.33,53.12,93.15,47.57,165.81,703,88.94,85.83,105.05,#N/A,317.91,80.92,50.42,34.95,74.91,72.54,59.53,141.1,67.16,57.33,329.72,74.76,36.53,124.25,27.89,101.27,292.22,125.36,42.41,230,9.67,196.77,94.40512158,134.64,158.8,163.65,50.89,70.57,13.235,55.95,239.13,109.66,10.45,37.62,43.95,96.14,278.55,357.84,12.86,47.63,191.2,163.02,81.11,137.6,229.61,269.95,31.32,20.42,92,134.82,631.98,133.54,60.16,26.3
2/26/2020,74.39,118.5,57.14,285.88,305.59,128.25,126.64,98.04,57.6,88.41,123.36,284.2,107.66,53.01,80.33,10.95,22.71,235.28,139.75,68.56,143.68,210.1,79.94,148.96,133.04,30.63,17.76,34.72,120.16,37.1,15.3,128.56,81.61861863,114.84,113.78,42.16,59.65,32,170.17,162.67,188.92,20.52,68.18,45,167.18,42.12,128.37,14.42,38.82,13.04,81.36,46.55,235.52,82.34,97.43,55.88,39.87,166.33,163.53,1014.06,119.84,305.61,75.67,#N/A,41.37,#N/A,87.03,246.15,216.06,82.18,21.49,39.39,62.04,64.83,64.43,14.66,46.64,160.81,97.9,33.14,96.13,12.75,49.28,168.03,291.92,66.44,16.59,72.92,55.74,126.73,26.94,87.69,85.03,25.25,157.97,152.19,110.66,166.92,86.77,108.3,57.83,98.94,61.45,96.58,194.43,86,66.63,63.2,222.49,125.65,153.39,149.39,138.64,144.53,96.89,7.21,269.47,23.01,10.46,14.7,278.25,171.55,52.14,90.18,112.09,284.85,18.4,210.32,34.95,70.75,158.38,30.59,43.94,103.84,56.86,24.08,328.67,204.44,175.99,124.84,107.6467471,22.99,123.44,99.83,12.67,62.77,112.54,60.67,138.26,18.28,40.02,52.05,28.75,40.71,64.82,133.53,22.78,518.09,51.18,48.95,113.3,14.89,35.73,159.31,112.59,44.33,282.77,106.15,62.65,47.26,52.37,177.75,123.81,19.54,183.6,49.4,92,27.75,190.07,48.95,93.46,334.32,44.14,43.67,74.04,34.22,72.41,73.29,90.03,189.67,38.87,33.24,51.17,42.07,97.2,138.71,109.09,79.65,55.57,52.26,74.31,28.38,41.42,550.61,158.3,109.18,149.45,91.11,66.19,50.7,48.9,74.04,142.21,228.23,203.14,72.87,28.5,118.79,41.85,309.16,133.51,63.99,100.74,39.31,272.76,165.75,94.07,263,25.26,8.41,130.17,369,59.49,76.39,57.5,121.02,27.4,137.31,19.22,100.29,351.34,18.69,214.54,292.65,190.67,283.91,42.22,51.74,147.27,120.19,153.11,69.42,305.69,107.82,201.66,71.09,92.54,59.81,22.31,55.01,72.41,103.13,24.44,56.57,41.57,106.54,72.74,35.96,153.46,68.35,112.87,26.65,74.7,82.5,12.7,80.72,327.45,89.37,94.21,82.28,15.04,79.66,365,119.2,259.45,80.67,17.67,32.79,32.4,70.14,36.21,49.66,39.6,19.3,126.61,120.93,190.97,82.6,50.88,41.815,57.37,15.46,203.41,280.09,47.24,94.77,158.03,48.54,33.69,377.69,115.73,54.09,83.36,30.21,77.97,132.23,65.81,34.63,221.22,81.92,93.73,52.86,47.67,165.44,158.98,400.9,93.71,92.82,202.6,87.75,107.07,366.67,3849.5,48.48,106.8,25.3,137.52,81.04,54.45,33.05,189.29,68.88,324.32,135.21,47.77,103.81,19.47,109.93,59.37,195.16,25.64,242.67,35.98,457.92,1979.59,160.55,101.58,135.41,95.67,25.61305338,125.49,71.72,142.04,23.81,71.66,195.67,564.63,97.5,91.26,48.3,195.85,37.08,63.18,85.21,270.19,267.65,32.78,63.28,224.3,559.53,109.47,96.9,36.69,215.78,288.28,146.87,261.01,1678.2,126.45,92.54,338.28,16.72,1390.47,345.3,379.24,123.66,78.11,268.15,220.18,22.38,508.47,124.73,113.02,96.87,86.25,178.87,35.75,219.76,46.92,13.04,23.52,75.31,73.86,156,217.81,15.23,146.56,56.93,298.04,91.3,93.86,143.9,847.29,110.75,60.76,132.51,35.05,14.58,65.88,17.45,101.19,69.58,26.47,37.06,110.82,1393.18,335.32,86.16,69,187.21,142.32,83.93,52.27,91.49,47.49,165.92,700.38,88.36,85.65,106.26,#N/A,316.94,79.76,51.08,34.86,74.79,70.88,59.62,141.98,63.14,57.55,334.27,74.43,36.2,122.91,26.71,100.67,296.6,125.83,41.85,232.04,9.76,197.2,93.47684115,131.72,154.09,163.08,49.59,66.53,12.73,54.39,234.69,109.11,10.03,36.32,43.05,94.78,273.23,355.16,12.33,47.05,189.65,162.69,81.1,134.54,227.54,274.7,30.54,20.29,90.38,136.15,629.84,130.38,59.16,25.42
2/27/2020,70.9,112.81,55.06,273.95,287.76,123.27,121.37,94.13,54.93,85.42,118.04,265.67,100.69,49.82,74.26,10.39,21.88,224.73,133.11,64.49,139.12,201,78.08,150.16,127.78,29.13,16.67,34.1,113.5,35.73,15.12,124.08,77.96176478,107.72,110.4,40.04,55.83,30.71,158.18,157.66,181.93,19.52,64.45,43.41,159.55,40.3,127.36,13.99,37.06,12.58,79.19,44.4,224.09,77,91.86,55.02,37.62,157.53,155.79,1004.98,115.09,297.36,72.01,#N/A,40.96,#N/A,84.27,242.69,207.67,78.31,21.27,37.92,59.58,62.3,62.5,13.51,45.7,152.34,95.83,31.85,94.8,12.08,47.01,168.7,281.36,62.82,15.24,70.15,53.21,122.81,26.37,83.19,80.44,24.03,154.46,147.05,105.62,159.99,81.28,105.24,54.95,94.99,58.46,93.24,183.48,84.32,64.38,60,212.22,120.8,145.09,142.74,131.29,138.76,92.36,6.97,255.85,22.64,9.8,14.19,281.48,166.14,50.14,86.71,107.2,279.79,17.39,201.94,32.77,70.29,151.96,29.68,42.53,99.08,54.46,24.16,314.33,194.53,170.13,116.08,102.798144,21.8,122.23,93.32,12.86,61.02,107.69,51.82,134.01,17.68,38.92,50.78,28.36,39.15,62.99,129.19,23.05,508.55,47.73,46.21,107.62,14.78,33.83,152.15,106.88,43.1,267.15,100.98,59.33,45.07,50.58,168.81,121.23,18.68,182.59,46.53,88.55,27.3,184.28,46.81,89.52,331.57,42.47,41.81,73.06,31.81,69.52,67.55,86.18,185.91,37.66,30.99,47.13,41.74,93.61,130.62,103.59,76.28,52.87,50.76,70.25,26.84,41.91,525.36,154.81,106.11,147.01,87.36,62.88,47.55,46.63,69.99,136.13,211.31,193.18,69.68,27.29,113.13,40.88,297.08,133,60.12,95.48,37.9,265.38,159.62,92.4,253.92,23.92,7.93,126.1,360.8,55.01,73.2,54.43,118.72,26.37,131.45,18.9,95.56,337.52,18.29,203.5,273.52,180.65,269.55,41.05,50.01,147.99,119.64,150.26,67.77,293.13,104.59,194.85,69.19,89.45,57,20.6,52.25,69.89,97.66,23.89,55.86,40.41,102.74,69.13,35.02,144.67,64.85,108.54,25.19,72.66,79.51,12.35,75.58,310.08,87.68,91.92,78.9,14.47,75.94,355,111.94,250.15,78.29,16.71,31.34,30.99,69.38,34.74,47.52,40.12,18.93,119.84,113.62,175.66,79.49,50.2,40.59,52.96,14.6,194.95,268.77,45.41,89.88,150.11,47.69,32.44,370.47,109.92,44.425,78.46,30.59,75.84,125.8,62.48,33.01,207.67,77.52,90.24,49.53,46.24,163.62,147.71,384.6,86.59,89.17,198.82,85.3,99.36,347.86,3746.04,46.87,102.97,23.92,132.1333333,79.23,51.96,31.2,182.28,65.84,315.65,128.24,45.95,97.56,18.82,110.97,58.33,186.2,24.97,232.93,32.36,431.61,1884.3,154.55,101.61,128.25,92.58,24.43091245,122.67,66.19,136.83,22.71,69.87,186.44,549.47,92.67,86.71,46.23,190.54,39.42,62.52,81.57,244.15,252.6,32.05,62.32,211.37,544.62,107.84,91.34,35.04,205.69,271.89,141.42,244.07,1659.85,122.8,89.31,333.34,15.67,1314.95,337.1,371.71,118.18,77.43,257.86,210.39,21.74,475.82,118.01,107.45,91.73,83.07,172.15,33.61,215.25,43.89,12.55,22.95,72.27,70.98666667,146.18,213.93,15.3,139.95,56.54,285.82,88.19,91.82,138.87,755.55,111.16,57.75,126.89,34.5,13.85,63.74,16.55,98.71,67,24.67,36.13,105.11,1318.09,328.27,83.19,66.18,180.01,134.2,80.66,47.93,90.43,44.01,162.72,691.65,84.59,80.8,102.64,#N/A,296.69,72.89,48.36,32.72,71.64,68.7,55.17,136.37,59.48,55.96,320.1,71.86,33.88,116.92,25.52,96.79,285.7,123.34,39.61,223.3,9.46,189.75,91.07129724,129.64,153.97,154.68,48.19,64.94,12.28,52.62,230.98,107.84,9.67,33.48,39.55,92.09,261.81,339.17,11.93,45.14,183.75,148.4,77.98,134.13,223.97,259.93,29.72,18.58,89.28,133.95,597.49,123.19,58.43,23.79
